row,building,tag,room before,room after,chosen from,kind of change
736,HQ,VAV0580,SHEIKHA WING BUSINESS LOUNGE 11.103,11.103 SHEIKHA WING BUSINESS LOUNGE,D,"same room, name reordered"
737,HQ,VAV0581,SHEIKHA WING BUSINESS LOUNGE 11.103,11.103 SHEIKHA WING BUSINESS LOUNGE,D,"same room, name reordered"
738,HQ,VAV0582,SHEIKHA WING LOBBY 11.201,11.201 SHEIKHA WING LOBBY,D,"same room, name reordered"
739,HQ,VAV0583,SHEIKHA WING LOBBY 11.201,11.201 SHEIKHA WING LOBBY,J,"same room, name reordered"
740,HQ,VAV0584,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J,DIFFERENT ROOM
741,HQ,VAV0585,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J,DIFFERENT ROOM
742,HQ,VAV0586,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J,DIFFERENT ROOM
743,HQ,VAV0587,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J,DIFFERENT ROOM
744,HQ,VAV0588,SHEIKHA WING RELAX AREA 11.203,11.203 SHEIKHA WING RELAX AREA,J,"same room, name reordered"
745,HQ,VAV0589,SHEIKHA WING RELAX AREA 11.203,11.203 SHEIKHA WING RELAX AREA,J,"same room, name reordered"
746,HQ,VAV0590,SHEIKHA WING MEETING ROOM 11.204,11.204 SHEIKHA WING MEETING ROOM,J,"same room, name reordered"
747,HQ,VAV0591,SHEIKHA WING MEETING ROOM 11.204,11.204 SHEIKHA WING MEETING ROOM,J,"same room, name reordered"
748,HQ,VAV0592,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E,room number added
749,HQ,VAV0593,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E,room number added
750,HQ,VAV0594,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E,room number added
751,HQ,VAV0595,ROOM B.109,B1.116 SHEIKHA LOBBY,J,DIFFERENT ROOM
752,HQ,VAV0596,OFFICE SPACE 04.015B,4.015B OFFICE SPACE,D,"same room, level prefix differs"
753,HQ,VAV0597,OFFICE SPACE 04.001A,4.001A OFFICE SPACE,D,"same room, level prefix differs"
754,HQ,VAV0598,OFFICE SPACE 04.001E,4.001E OFFICE SPACE,D,"same room, level prefix differs"
755,HQ,VAV0599,OFFICE SPACE 04.001C,4.001C OFFICE SPACE,D,"same room, level prefix differs"
756,HQ,VAV0600,OFFICE SPACE 04.001H,4.001H OFFICE SPACE,D,"same room, level prefix differs"
757,HQ,VAV0601,OFFICE SPACE 10.002B,10.002B OFFICE SPACE,D,"same room, name reordered"
758,HQ,VAV0602,EXEC. DIR. CONSULTANT 11.007,11.007 EXEC DIR CONSULTANT,D,"same room, name reordered"
759,HQ,VAV0603,SHEIKHA WING CORRIDOR 11.601,11.601 SHEIKA WING CORRIDOR NE,J,"same room, name reordered"
760,HQ,VAV0604,SHEIKHA WING CORRIDOR 11.601,11.601 SHEIKA WING CORRIDOR NE,D,"same room, name reordered"
761,HQ,VAV0605,HH WING BUSINESS LOUNGE 11.102,11.102 HH WING BUSINESS LOUNGE,D,"same room, name reordered"
762,HQ,VAV0606,HH WING BUSINESS LOUNGE 11.102,11.102 HH WING BUSINESS LOUNGE,D,"same room, name reordered"
763,HQ,VAV0607,PR & MARKET STAFF G.013,G.013 PR AND MARKET STAFF,J,"same room, name reordered"
764,HQ,VAV0608,TOILET G.405,G.405 TOILET,D,"same room, name reordered"
766,QNL,AHUB001,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E,"same room, name reordered"
767,QNL,AHUB002,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
768,QNL,AHUB003,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E,"same room, name reordered"
769,QNL,AHUB004,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E,"same room, name reordered"
770,QNL,AHUB005,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E,"same room, name reordered"
771,QNL,AHUB006,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E,"same room, name reordered"
772,QNL,AHUB007,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E,"same room, name reordered"
773,QNL,AHUB008,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E,"same room, name reordered"
774,QNL,AHUB009,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E,"same room, name reordered"
775,QNL,AHUB010,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E,"same room, name reordered"
776,QNL,AHUB011,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
777,QNL,AHUB012,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
778,QNL,AHUB013,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E,"same room, name reordered"
779,QNL,AHUB014,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E,"same room, name reordered"
780,QNL,AHUB015,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E,"same room, name reordered"
781,QNL,FCU_1F_001,IDF ROOM T1.323,T1.323 IDF ROOM,D,"same room, name reordered"
782,QNL,FCU_1F_002,ICT Room 02 L1.030,L1.030 ICT ROOM 02,D,"same room, name reordered"
783,QNL,FCU_1F_003,IDF Room 02 L1.099,L1.099 IDF ROOM 02,D,"same room, name reordered"
784,QNL,FCU_1F_004,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
785,QNL,FCU_1F_005,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
786,QNL,FCU_1F_006,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
787,QNL,FCU_1F_007,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
788,QNL,FCU_1F_008,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
789,QNL,FCU_1F_009,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
790,QNL,FCU_1F_010,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
791,QNL,FCU_1F_011,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
792,QNL,FCU_1F_012,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
793,QNL,FCU_1F_013,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
794,QNL,FCU_1F_014,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
795,QNL,FCU_1F_015,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
796,QNL,FCU_1F_016,BRIDGE CEILING,BC1 BRIDGE CEILING,D,no room number either side
797,QNL,FCU_1F_017,VOID L1.BR4,BR4 BRIDGE CEILING VOID,D->E,no room number either side
798,QNL,FCU_1F_018,VOID L1.BR4,BR4 BRIDGE CEILING VOID,D->E,no room number either side
799,QNL,FCU_1F_019,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
800,QNL,FCU_1F_020,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
801,QNL,FCU_1F_021,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
802,QNL,FCU_1F_022,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
803,QNL,FCU_1F_023,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
804,QNL,FCU_1F_024,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
805,QNL,FCU_1F_025,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
806,QNL,FCU_1F_026,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
807,QNL,FCU_1F_027,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
808,QNL,FCU_1F_028,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
809,QNL,FCU_1F_029,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
810,QNL,FCU_1F_030,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
811,QNL,FCU_1F_031,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
812,QNL,FCU_1F_032,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
813,QNL,FCU_1F_033,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
814,QNL,FCU_1F_034,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
815,QNL,FCU_1F_035,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
816,QNL,FCU_1F_036,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
817,QNL,FCU_1F_037,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
818,QNL,FCU_1F_038,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D,no room number either side
819,QNL,FCU_1F_039,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
820,QNL,FCU_1F_040,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
821,QNL,FCU_1F_041,BRIDGE CEILING,BC2 BRIDGE CEILING,D,no room number either side
822,QNL,FCU_1F_042,VOID L1.BR5,BR5 BRIDGE CEILING VOID,D->E,no room number either side
823,QNL,FCU_1F_043,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
824,QNL,FCU_1F_044,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
825,QNL,FCU_1F_045,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
826,QNL,FCU_1F_046,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D,no room number either side
827,QNL,FCU_1F_047,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
828,QNL,FCU_1F_048,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D,no room number either side
829,QNL,FCU_1F_049,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
830,QNL,FCU_1F_050,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D,no room number either side
831,QNL,FCU_1F_051,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
832,QNL,FCU_1F_052,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D,no room number either side
833,QNL,FCU_1F_053,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
834,QNL,FCU_1F_054,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D,no room number either side
835,QNL,FCU_1F_055,VESTIBULE L1,L1.990 VESTIBULE,D->E,room number added
836,QNL,FCU_1F_056,External Book Drop L1,L1.991 EXTERNAL BOOK DROP,D->E,room number added
837,QNL,FCU_1F_057,ILL DIRECTOR L1.144,L1.144 ILL DIRECTOR,D,"same room, name reordered"
838,QNL,FCU_1F_058,ILL DIRECTOR L1.145,L1.145 ILL DIRECTOR,D,"same room, name reordered"
839,QNL,FCU_1F_059,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
840,QNL,FCU_1F_060,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
841,QNL,FCU_1F_061,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
842,QNL,FCU_1F_062,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
843,QNL,FCU_1F_063,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
844,QNL,FCU_1F_064,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
845,QNL,FCU_1F_065,BRIDGE IDF L1.BI,BI BRIDGE IDF,D,no room number either side
846,QNL,FCU_2F_001,IDF ROOM T1.275,T1.275 IDF ROOM,D,"same room, name reordered"
847,QNL,FCU_2F_002,IDF ROOM T1.276,T1.276 IDF ROOM,D,"same room, name reordered"
848,QNL,FCU_2F_003,IDF ROOM T1.171,T1.171 IDF ROOM,D,"same room, name reordered"
849,QNL,FCU_2F_004,IDF ROOM T1.1714,T1.1714 IDF ROOM,D,"same room, name reordered"
850,QNL,FCU_2F_005,MDF Room L2.009,L2.009 KDF ROOM,D->E,"same room, name reordered"
851,QNL,FCU_2F_034,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D,"same room, name reordered"
852,QNL,FCU_2F_035,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D,"same room, name reordered"
853,QNL,FCU_2F_036,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D,"same room, name reordered"
854,QNL,FCU_2F_037,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D,"same room, name reordered"
855,QNL,FCU_2F_038,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E,"same room, name reordered"
856,QNL,FCU_2F_039,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E,"same room, name reordered"
857,QNL,FCU_2F_040,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E,"same room, name reordered"
858,QNL,FCU_2F_041,Bridge Raised Floor L2.088,L2.088 BRIDGE RAISED FLOOR,D,"same room, name reordered"
859,QNL,FCU_2F_042,STUDY AREA L2.088,L2.088 BRIDGE RAISED FLOOR,D->E,"same room, name reordered"
860,QNL,FCU_2F_043,Bridge L2.088,L2.088 BRIDGE RAISED FLOOR,D->E,"same room, name reordered"
861,QNL,FCU_2F_044,Bridge L2.088,L2.088 BRIDGE RAISED FLOOR,D->E,"same room, name reordered"
862,QNL,FCU_2F_045,Group Study Room L2.081,L2.081 GROUP STUDY ROOM,D,"same room, name reordered"
863,QNL,FCU_2F_046,Group Study Room L2.076,L2.076 GROUP STUDY ROOM,D,"same room, name reordered"
864,QNL,FCU_2F_047,Group Study Room L2.076,L2.076 GROUP STUDY ROOM,D,"same room, name reordered"
865,QNL,FCU_2F_048,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E,"same room, name reordered"
866,QNL,FCU_2F_049,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E,"same room, name reordered"
867,QNL,FCU_2F_050,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E,"same room, name reordered"
868,QNL,FCU_2F_051,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E,"same room, name reordered"
869,QNL,FCU_2F_052,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E,"same room, name reordered"
870,QNL,FCU_2F_053,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E,"same room, name reordered"
871,QNL,FCU_2F_054,Bridge Raised Floor L2.088,L2.088 LOUNGE AREA,D,"same room, name reordered"
872,QNL,FCU_2F_055,Bridge Raised Floor L2.088,L2.088 LOUNGE AREA,D,"same room, name reordered"
873,QNL,FCU_2F_056,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E,"same room, name reordered"
874,QNL,FCU_2F_057,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E,"same room, name reordered"
875,QNL,FCU_2F_058,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E,"same room, name reordered"
876,QNL,FCU_2F_059,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E,"same room, name reordered"
877,QNL,FCU_2F_060,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E,"same room, name reordered"
878,QNL,FCU_2F_061,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E,"same room, name reordered"
879,QNL,FCU_2F_062,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E,"same room, name reordered"
880,QNL,FCU_B_001,IDF ROOM B.155,B.155 FACULTY CARRELS,D->E,"same room, name reordered"
881,QNL,FCU_B_002,FUMIGATION B.085,B.085 FUMIGATION ROOM,D->E,"same room, name reordered"
882,QNL,FCU_B_003,IDF (Corridor) B.062,B.062 IDF CORRIDOR,D,"same room, name reordered"
883,QNL,FCU_B_004,IDF FM Storage B.215,B.215 IDF FM STORAGE,D,"same room, name reordered"
884,QNL,FCU_B_005,HL Plant Room B.140,B.140 HL PLANT ROOM,D,"same room, name reordered"
885,QNL,FCU_B_006,Fire Command ROOM  B.071,B.071 FIRE COMMAND ROOM,D,"same room, name reordered"
886,QNL,FCU_B_007,Sprinklers Pumps ROOM B.072,B.072 SPRIMKLERS PUMPS AND ZONES VALVES,D->E,"same room, name reordered"
887,QNL,FCU_B_008,GAS SUPPRESSION ROOM B.087,B.087 GAS SUPPRESSION ROOM,D,"same room, name reordered"
888,QNL,FCU_B_009,PEOPLE MOVER ROOM B.088,B.088 PEOPLE MOVER PLANT,D->E,"same room, name reordered"
889,QNL,FCU_B_010,Security Contol Room B.105,B.105 SECURITY CONTOL ROOM,D,"same room, name reordered"
890,QNL,FCU_B_011,Plant Room 1 B.063,B.063 PLANT ROOM 01,D,"same room, name reordered"
891,QNL,FCU_B_012,Plant Room 1 B.063,B.063 PLANT ROOM 01,D,"same room, name reordered"
892,QNL,FCU_B_013,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
893,QNL,FCU_B_014,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
894,QNL,FCU_B_015,Plant Room 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
895,QNL,FCU_B_016,Plant Room 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
896,QNL,FCU_B_017,Plant Room 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
897,QNL,FCU_B_018,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
898,QNL,FCU_B_019,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
899,QNL,FCU_B_020,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
900,QNL,FCU_B_021,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
901,QNL,FCU_B_022,FM Storage B.210,B.210 FM STORAGE,D,"same room, name reordered"
902,QNL,FCU_B_023,FM Storage B.210,B.210 FM STORAGE,D,"same room, name reordered"
903,QNL,FCU_B_024,PH Plant ROOM B.211,B.211 PH PLANT ROOM,D,"same room, name reordered"
904,QNL,FCU_B_025,MISTING PUMP ROOM B.212,B.212 MISTING PUMP ROOM,D,"same room, name reordered"
905,QNL,FCU_B_026,MISTING PUMP ROOM B.212,B.212 MISTING PUMP ROOM,D,"same room, name reordered"
906,QNL,FCU_B_027,Sorting Shelving Room B.121,B.121 SORTING SHELVING ROOM,D,"same room, name reordered"
907,QNL,FCU_B_028,Sorting Shelving Room B.121,B.121 SORTING SHELVING ROOM,D,"same room, name reordered"
908,QNL,FCU_B_029,B.145.05,B.145 LOBY AND CSECURITY,D->E,"same room, name reordered"
909,QNL,FCU_B_030,WATER FEATURE ROOM B.226,B.226 PUMP RM 4,J,"same room, name reordered"
910,QNL,FCU_B_031,IDF ROOM B.215A,B.215A IDF,D->E,"same room, name reordered"
911,QNL,FCU_B_032,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D,"same room, name reordered"
912,QNL,FCU_B_033,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D,"same room, name reordered"
913,QNL,FCU_B_034,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D,"same room, name reordered"
914,QNL,FCU_B_035,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D,"same room, name reordered"
915,QNL,FCU_B_036,IT Office B.122,B.122 IT OFFICE,D,"same room, name reordered"
916,QNL,FCU_B_037,DIGITALIZATION SERVER SPACE B.215A,B.215A IDF,D->E,"same room, name reordered"
917,QNL,FCU_B_038,ELEC. B.145,B.145 LOBY AND CSECURITY,D->E,"same room, name reordered"
919,QNL,VAV_1F_S11_001,Group Study Room1 L1.026,L1.026 GROUP STUDY ROOM1,D,"same room, name reordered"
920,QNL,VAV_1F_S11_002,Group Study Room2 L1.027,L1.027 GROUP STUDY ROOM2,D,"same room, name reordered"
921,QNL,VAV_1F_S11_003,Group Study Room3 L1.028,L1.028 GROUP STUDY ROOM3,D,"same room, name reordered"
922,QNL,VAV_1F_S11_004,Information Literacy Instr 1 L1.020,L1.020 INFO LITERACY INSTR1,D->E,"same room, name reordered"
923,QNL,VAV_1F_S11_005,Information Literacy Instr 1 L1.020,L1.020 INFO LITERACY INSTR1,D->E,"same room, name reordered"
924,QNL,VAV_1F_S11_006,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
925,QNL,VAV_1F_S11_007,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
926,QNL,VAV_1F_S11_008,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
927,QNL,VAV_1F_S11_009,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
928,QNL,VAV_1F_S11_010,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
929,QNL,VAV_1F_S11_011,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
930,QNL,VAV_1F_S11_012,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
931,QNL,VAV_1F_S11_013,Infor. Lteracy Instr.2 L1.021,L1.021 INFOR LTERACY INSTR 2,D,"same room, name reordered"
932,QNL,VAV_1F_S11_014,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
933,QNL,VAV_1F_S11_015,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
934,QNL,VAV_1F_S11_016,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
935,QNL,VAV_1F_S11_017,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
936,QNL,VAV_1F_S11_018,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
937,QNL,VAV_1F_S11_019,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,J,"same room, name reordered"
938,QNL,VAV_1F_S11_020,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
939,QNL,VAV_1F_S11_021,Computer Classroom L1.022,L1.022 COMPUTER CLASS RM,D,"same room, name reordered"
940,QNL,VAV_1F_S11_022,Group Study Room 4 L1.029,L1.029 GROUP STUDY ROOM 4,D,"same room, name reordered"
941,QNL,VAV_1F_S11_087,CHILDRENS LIBRARY SLOPE  CORRIDOR L1.023,L1.023 CORRIDOR,D->E,"same room, name reordered"
942,QNL,VAV_1F_S11_088,CHILDRENS LIBRARY SLOPE  CORRIDOR L1.023,L1.023 CORRIDOR,D->E,"same room, name reordered"
943,QNL,VAV_1F_S11_089,CHILDRENS LIBRARY SLOPE  CORRIDOR L1.023,L1.023 CORRIDOR,D->E,"same room, name reordered"
944,QNL,VAV_1F_S11_090,CHILDRENS LIBRARY SLOPE  CORRIDOR L1.023,L1.023 CORRIDOR,D->E,"same room, name reordered"
945,QNL,VAV_1F_S15_001,Media Studio1 L1.063,L1.063 MEDIA STUDIO 1,D,"same room, name reordered"
946,QNL,VAV_1F_S15_002,Media Studio1 L1.063,L1.063 MEDIA STUDIO 1,D,"same room, name reordered"
947,QNL,VAV_1F_S15_003,Media Studio2 L1.065,L1.065 MEDIA STUDIO 1,D->E,"same room, name reordered"
948,QNL,VAV_1F_S15_004,Media Studio2 L1.065,L1.065 MEDIA STUDIO 1,D->E,"same room, name reordered"
949,QNL,VAV_1F_S15_005,Head Librarian Office L1.040,L1.040 HEAD LIBRARIAN OFFICE,D,"same room, name reordered"
950,QNL,VAV_1F_S15_006,Children Library - Pre School Reading & Playing L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D,"same room, name reordered"
951,QNL,VAV_1F_S15_007,Children Library - Pre School Reading & Playing L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D,"same room, name reordered"
952,QNL,VAV_1F_S15_008,Children Library - Pre School Reading & Playing L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D,"same room, name reordered"
953,QNL,VAV_1F_S15_009,CHILDRENS LIBRARY-PRE SCHOOL COLLECTION L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
954,QNL,VAV_1F_S15_010,CHILDRENS LIBRARY-PRE SCHOOL COLLECTION L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
955,QNL,VAV_1F_S15_011,CHILDRENS LIBRARY-PRE SCHOOL COLLECTION L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
956,QNL,VAV_1F_S15_012,Staff Office L1.048,L1.048 STAFF OFFICE,D,"same room, name reordered"
957,QNL,VAV_1F_S15_021,Prayer Room (Female) L1.104,L1.104 PRAYER ROOM FEMALE,D,"same room, name reordered"
958,QNL,VAV_1F_S15_022,Prayer Room (Female) L1.104,L1.104 PRAYER ROOM FEMALE,D,"same room, name reordered"
959,QNL,VAV_1F_S15_023,Prayer Room (Male) L1.104,L1.104 PRAYER ROOM FEMALE,D,"same room, name reordered"
960,QNL,VAV_1F_S15_024,Prayer Room (Male) L1.104,L1.104 PRAYER ROOM FEMALE,D,"same room, name reordered"
961,QNL,VAV_1F_S15_025,Ablution (Women) L1.106,L1.106 ABLUTION WOMEN,D,"same room, name reordered"
962,QNL,VAV_1F_S15_038,Ablution (Men) L1.105,L1.105 ABLUTION MEN,D,"same room, name reordered"
963,QNL,VAV_1F_S15_039,Green Room L1.002A,L1.002A GREEM ROOM,D->E,"same room, name reordered"
