old_identifier,new_identifier,kind
entity:QNL_VAV_B_S11_022_EffectiveSP,entity:QNL_VAV-B-S11-022_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_023,entity:QNL_VAV-B-S11-023,equipment
entity:QNL_VAV_B_S11_023_DmprPos,entity:QNL_VAV-B-S11-023_Damper-Position,point
entity:QNL_VAV_B_S11_023_DuctAirFlow,entity:QNL_VAV-B-S11-023_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_023_EffectiveSP,entity:QNL_VAV-B-S11-023_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_024,entity:QNL_VAV-B-S11-024,equipment
entity:QNL_VAV_B_S11_024_DmprPos,entity:QNL_VAV-B-S11-024_Damper-Position,point
entity:QNL_VAV_B_S11_024_DuctAirFlow,entity:QNL_VAV-B-S11-024_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_024_EffectiveSP,entity:QNL_VAV-B-S11-024_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_025,entity:QNL_VAV-B-S11-025,equipment
entity:QNL_VAV_B_S11_025_DmprPos,entity:QNL_VAV-B-S11-025_Damper-Position,point
entity:QNL_VAV_B_S11_025_DuctAirFlow,entity:QNL_VAV-B-S11-025_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_025_EffectiveSP,entity:QNL_VAV-B-S11-025_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_026,entity:QNL_VAV-B-S11-026,equipment
entity:QNL_VAV_B_S11_026_DmprPos,entity:QNL_VAV-B-S11-026_Damper-Position,point
entity:QNL_VAV_B_S11_026_DuctAirFlow,entity:QNL_VAV-B-S11-026_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_026_EffectiveSP,entity:QNL_VAV-B-S11-026_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_026_RmTemp,entity:QNL_VAV-B-S11-026_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_027,entity:QNL_VAV-B-S11-027,equipment
entity:QNL_VAV_B_S11_027_DmprPos,entity:QNL_VAV-B-S11-027_Damper-Position,point
entity:QNL_VAV_B_S11_027_DuctAirFlow,entity:QNL_VAV-B-S11-027_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_027_EffectiveSP,entity:QNL_VAV-B-S11-027_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_027_RmTemp,entity:QNL_VAV-B-S11-027_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_028,entity:QNL_VAV-B-S11-028,equipment
entity:QNL_VAV_B_S11_028_DmprPos,entity:QNL_VAV-B-S11-028_Damper-Position,point
entity:QNL_VAV_B_S11_028_DuctAirFlow,entity:QNL_VAV-B-S11-028_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_028_EffectiveSP,entity:QNL_VAV-B-S11-028_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_028_RmTemp,entity:QNL_VAV-B-S11-028_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_029,entity:QNL_VAV-B-S11-029,equipment
entity:QNL_VAV_B_S11_029_DmprPos,entity:QNL_VAV-B-S11-029_Damper-Position,point
entity:QNL_VAV_B_S11_029_DuctAirFlow,entity:QNL_VAV-B-S11-029_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_029_EffectiveSP,entity:QNL_VAV-B-S11-029_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_029_RmTemp,entity:QNL_VAV-B-S11-029_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_030,entity:QNL_VAV-B-S11-030,equipment
entity:QNL_VAV_B_S11_030_DmprPos,entity:QNL_VAV-B-S11-030_Damper-Position,point
entity:QNL_VAV_B_S11_030_DuctAirFlow,entity:QNL_VAV-B-S11-030_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_030_EffectiveSP,entity:QNL_VAV-B-S11-030_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_030_RmTemp,entity:QNL_VAV-B-S11-030_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_031,entity:QNL_VAV-B-S11-031,equipment
entity:QNL_VAV_B_S11_031_DmprPos,entity:QNL_VAV-B-S11-031_Damper-Position,point
entity:QNL_VAV_B_S11_031_DuctAirFlow,entity:QNL_VAV-B-S11-031_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_031_EffectiveSP,entity:QNL_VAV-B-S11-031_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_031_RmTemp,entity:QNL_VAV-B-S11-031_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_032,entity:QNL_VAV-B-S11-032,equipment
entity:QNL_VAV_B_S11_032_DmprPos,entity:QNL_VAV-B-S11-032_Damper-Position,point
entity:QNL_VAV_B_S11_032_DuctAirFlow,entity:QNL_VAV-B-S11-032_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_032_EffectiveSP,entity:QNL_VAV-B-S11-032_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_032_RmTemp,entity:QNL_VAV-B-S11-032_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_033,entity:QNL_VAV-B-S11-033,equipment
entity:QNL_VAV_B_S11_033_DmprPos,entity:QNL_VAV-B-S11-033_Damper-Position,point
entity:QNL_VAV_B_S11_033_DuctAirFlow,entity:QNL_VAV-B-S11-033_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_033_EffectiveSP,entity:QNL_VAV-B-S11-033_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_033_RmTemp,entity:QNL_VAV-B-S11-033_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_034,entity:QNL_VAV-B-S11-034,equipment
entity:QNL_VAV_B_S11_034_DmprPos,entity:QNL_VAV-B-S11-034_Damper-Position,point
entity:QNL_VAV_B_S11_034_DuctAirFlow,entity:QNL_VAV-B-S11-034_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_034_EffectiveSP,entity:QNL_VAV-B-S11-034_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_034_RmTemp,entity:QNL_VAV-B-S11-034_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_035,entity:QNL_VAV-B-S11-035,equipment
entity:QNL_VAV_B_S11_035_DmprPos,entity:QNL_VAV-B-S11-035_Damper-Position,point
entity:QNL_VAV_B_S11_035_DuctAirFlow,entity:QNL_VAV-B-S11-035_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_035_EffectiveSP,entity:QNL_VAV-B-S11-035_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_035_RmTemp,entity:QNL_VAV-B-S11-035_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_036,entity:QNL_VAV-B-S11-036,equipment
entity:QNL_VAV_B_S11_036_DmprPos,entity:QNL_VAV-B-S11-036_Damper-Position,point
entity:QNL_VAV_B_S11_036_DuctAirFlow,entity:QNL_VAV-B-S11-036_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_036_EffectiveSP,entity:QNL_VAV-B-S11-036_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_036_RmTemp,entity:QNL_VAV-B-S11-036_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_037,entity:QNL_VAV-B-S11-037,equipment
entity:QNL_VAV_B_S11_037_DmprPos,entity:QNL_VAV-B-S11-037_Damper-Position,point
entity:QNL_VAV_B_S11_037_DuctAirFlow,entity:QNL_VAV-B-S11-037_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_037_EffectiveSP,entity:QNL_VAV-B-S11-037_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_037_RmTemp,entity:QNL_VAV-B-S11-037_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_038,entity:QNL_VAV-B-S11-038,equipment
entity:QNL_VAV_B_S11_038_DmprPos,entity:QNL_VAV-B-S11-038_Damper-Position,point
entity:QNL_VAV_B_S11_038_DuctAirFlow,entity:QNL_VAV-B-S11-038_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_038_EffectiveSP,entity:QNL_VAV-B-S11-038_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_038_RmTemp,entity:QNL_VAV-B-S11-038_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_039,entity:QNL_VAV-B-S11-039,equipment
entity:QNL_VAV_B_S11_039_DmprPos,entity:QNL_VAV-B-S11-039_Damper-Position,point
entity:QNL_VAV_B_S11_039_DuctAirFlow,entity:QNL_VAV-B-S11-039_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_039_EffectiveSP,entity:QNL_VAV-B-S11-039_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_039_RmTemp,entity:QNL_VAV-B-S11-039_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_040,entity:QNL_VAV-B-S11-040,equipment
entity:QNL_VAV_B_S11_040_DmprPos,entity:QNL_VAV-B-S11-040_Damper-Position,point
entity:QNL_VAV_B_S11_040_DuctAirFlow,entity:QNL_VAV-B-S11-040_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_040_EffectiveSP,entity:QNL_VAV-B-S11-040_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_040_RmTemp,entity:QNL_VAV-B-S11-040_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_041,entity:QNL_VAV-B-S11-041,equipment
entity:QNL_VAV_B_S11_041_DmprPos,entity:QNL_VAV-B-S11-041_Damper-Position,point
entity:QNL_VAV_B_S11_041_DuctAirFlow,entity:QNL_VAV-B-S11-041_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_041_EffectiveSP,entity:QNL_VAV-B-S11-041_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_041_RmTemp,entity:QNL_VAV-B-S11-041_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_042,entity:QNL_VAV-B-S11-042,equipment
entity:QNL_VAV_B_S11_042_DmprPos,entity:QNL_VAV-B-S11-042_Damper-Position,point
entity:QNL_VAV_B_S11_042_DuctAirFlow,entity:QNL_VAV-B-S11-042_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_042_EffectiveSP,entity:QNL_VAV-B-S11-042_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_042_RmTemp,entity:QNL_VAV-B-S11-042_Room-Space-Temperature,point
entity:QNL_VAV_B_S11_043,entity:QNL_VAV-B-S11-043,equipment
entity:QNL_VAV_B_S11_043_DmprPos,entity:QNL_VAV-B-S11-043_Damper-Position,point
entity:QNL_VAV_B_S11_043_DuctAirFlow,entity:QNL_VAV-B-S11-043_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_043_EffectiveSP,entity:QNL_VAV-B-S11-043_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_044,entity:QNL_VAV-B-S11-044,equipment
entity:QNL_VAV_B_S11_044_DmprPos,entity:QNL_VAV-B-S11-044_Damper-Position,point
entity:QNL_VAV_B_S11_044_DuctAirFlow,entity:QNL_VAV-B-S11-044_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_044_EffectiveSP,entity:QNL_VAV-B-S11-044_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_045,entity:QNL_VAV-B-S11-045,equipment
entity:QNL_VAV_B_S11_045_DmprPos,entity:QNL_VAV-B-S11-045_Damper-Position,point
entity:QNL_VAV_B_S11_045_DuctAirFlow,entity:QNL_VAV-B-S11-045_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_045_EffectiveSP,entity:QNL_VAV-B-S11-045_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S11_046,entity:QNL_VAV-B-S11-046,equipment
entity:QNL_VAV_B_S11_046_DmprPos,entity:QNL_VAV-B-S11-046_Damper-Position,point
entity:QNL_VAV_B_S11_046_DuctAirFlow,entity:QNL_VAV-B-S11-046_Duct-Air-Flow,point
entity:QNL_VAV_B_S11_046_EffectiveSP,entity:QNL_VAV-B-S11-046_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_001,entity:QNL_VAV-B-S13-001,equipment
entity:QNL_VAV_B_S13_001_DmprPos,entity:QNL_VAV-B-S13-001_Damper-Position,point
entity:QNL_VAV_B_S13_001_DuctAirFlow,entity:QNL_VAV-B-S13-001_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_001_EffectiveSP,entity:QNL_VAV-B-S13-001_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_001_RmTemp,entity:QNL_VAV-B-S13-001_Room-Space-Temperature,point
entity:QNL_VAV_B_S13_002,entity:QNL_VAV-B-S13-002,equipment
entity:QNL_VAV_B_S13_002_DmprPos,entity:QNL_VAV-B-S13-002_Damper-Position,point
entity:QNL_VAV_B_S13_002_DuctAirFlow,entity:QNL_VAV-B-S13-002_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_002_EffectiveSP,entity:QNL_VAV-B-S13-002_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_002_RmTemp,entity:QNL_VAV-B-S13-002_Room-Space-Temperature,point
entity:QNL_VAV_B_S13_003,entity:QNL_VAV-B-S13-003,equipment
entity:QNL_VAV_B_S13_003_DmprPos,entity:QNL_VAV-B-S13-003_Damper-Position,point
entity:QNL_VAV_B_S13_003_DuctAirFlow,entity:QNL_VAV-B-S13-003_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_003_EffectiveSP,entity:QNL_VAV-B-S13-003_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_004,entity:QNL_VAV-B-S13-004,equipment
entity:QNL_VAV_B_S13_004_DmprPos,entity:QNL_VAV-B-S13-004_Damper-Position,point
entity:QNL_VAV_B_S13_004_DuctAirFlow,entity:QNL_VAV-B-S13-004_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_004_EffectiveSP,entity:QNL_VAV-B-S13-004_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_005,entity:QNL_VAV-B-S13-005,equipment
entity:QNL_VAV_B_S13_005_DmprPos,entity:QNL_VAV-B-S13-005_Damper-Position,point
entity:QNL_VAV_B_S13_005_DuctAirFlow,entity:QNL_VAV-B-S13-005_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_005_EffectiveSP,entity:QNL_VAV-B-S13-005_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_006,entity:QNL_VAV-B-S13-006,equipment
entity:QNL_VAV_B_S13_006_DmprPos,entity:QNL_VAV-B-S13-006_Damper-Position,point
entity:QNL_VAV_B_S13_006_DuctAirFlow,entity:QNL_VAV-B-S13-006_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_006_EffectiveSP,entity:QNL_VAV-B-S13-006_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_007,entity:QNL_VAV-B-S13-007,equipment
entity:QNL_VAV_B_S13_007_DmprPos,entity:QNL_VAV-B-S13-007_Damper-Position,point
entity:QNL_VAV_B_S13_007_DuctAirFlow,entity:QNL_VAV-B-S13-007_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_007_EffectiveSP,entity:QNL_VAV-B-S13-007_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S13_007_RmTemp,entity:QNL_VAV-B-S13-007_Room-Space-Temperature,point
entity:QNL_VAV_B_S13_008,entity:QNL_VAV-B-S13-008,equipment
entity:QNL_VAV_B_S13_008_DmprPos,entity:QNL_VAV-B-S13-008_Damper-Position,point
entity:QNL_VAV_B_S13_008_DuctAirFlow,entity:QNL_VAV-B-S13-008_Duct-Air-Flow,point
entity:QNL_VAV_B_S13_008_EffectiveSP,entity:QNL_VAV-B-S13-008_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_001,entity:QNL_VAV-B-S14-001,equipment
entity:QNL_VAV_B_S14_001_DmprPos,entity:QNL_VAV-B-S14-001_Damper-Position,point
entity:QNL_VAV_B_S14_001_DuctAirFlow,entity:QNL_VAV-B-S14-001_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_001_EffectiveSP,entity:QNL_VAV-B-S14-001_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_001_RmTemp,entity:QNL_VAV-B-S14-001_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_002,entity:QNL_VAV-B-S14-002,equipment
entity:QNL_VAV_B_S14_002_DmprPos,entity:QNL_VAV-B-S14-002_Damper-Position,point
entity:QNL_VAV_B_S14_002_DuctAirFlow,entity:QNL_VAV-B-S14-002_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_002_EffectiveSP,entity:QNL_VAV-B-S14-002_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_002_RmTemp,entity:QNL_VAV-B-S14-002_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_003,entity:QNL_VAV-B-S14-003,equipment
entity:QNL_VAV_B_S14_003_DmprPos,entity:QNL_VAV-B-S14-003_Damper-Position,point
entity:QNL_VAV_B_S14_003_DuctAirFlow,entity:QNL_VAV-B-S14-003_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_003_EffectiveSP,entity:QNL_VAV-B-S14-003_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_003_RmTemp,entity:QNL_VAV-B-S14-003_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_004,entity:QNL_VAV-B-S14-004,equipment
entity:QNL_VAV_B_S14_004_DmprPos,entity:QNL_VAV-B-S14-004_Damper-Position,point
entity:QNL_VAV_B_S14_004_DuctAirFlow,entity:QNL_VAV-B-S14-004_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_004_EffectiveSP,entity:QNL_VAV-B-S14-004_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_005,entity:QNL_VAV-B-S14-005,equipment
entity:QNL_VAV_B_S14_005_DmprPos,entity:QNL_VAV-B-S14-005_Damper-Position,point
entity:QNL_VAV_B_S14_005_DuctAirFlow,entity:QNL_VAV-B-S14-005_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_005_EffectiveSP,entity:QNL_VAV-B-S14-005_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_006,entity:QNL_VAV-B-S14-006,equipment
entity:QNL_VAV_B_S14_006_DmprPos,entity:QNL_VAV-B-S14-006_Damper-Position,point
entity:QNL_VAV_B_S14_006_DuctAirFlow,entity:QNL_VAV-B-S14-006_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_006_EffectiveSP,entity:QNL_VAV-B-S14-006_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_007,entity:QNL_VAV-B-S14-007,equipment
entity:QNL_VAV_B_S14_007_DmprPos,entity:QNL_VAV-B-S14-007_Damper-Position,point
entity:QNL_VAV_B_S14_007_DuctAirFlow,entity:QNL_VAV-B-S14-007_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_007_EffectiveSP,entity:QNL_VAV-B-S14-007_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_007_RmTemp,entity:QNL_VAV-B-S14-007_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_008,entity:QNL_VAV-B-S14-008,equipment
entity:QNL_VAV_B_S14_008_DmprPos,entity:QNL_VAV-B-S14-008_Damper-Position,point
entity:QNL_VAV_B_S14_008_DuctAirFlow,entity:QNL_VAV-B-S14-008_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_008_EffectiveSP,entity:QNL_VAV-B-S14-008_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_008_RmTemp,entity:QNL_VAV-B-S14-008_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_009,entity:QNL_VAV-B-S14-009,equipment
entity:QNL_VAV_B_S14_009_DmprPos,entity:QNL_VAV-B-S14-009_Damper-Position,point
entity:QNL_VAV_B_S14_009_DuctAirFlow,entity:QNL_VAV-B-S14-009_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_009_EffectiveSP,entity:QNL_VAV-B-S14-009_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_010,entity:QNL_VAV-B-S14-010,equipment
entity:QNL_VAV_B_S14_010_DmprPos,entity:QNL_VAV-B-S14-010_Damper-Position,point
entity:QNL_VAV_B_S14_010_DuctAirFlow,entity:QNL_VAV-B-S14-010_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_010_EffectiveSP,entity:QNL_VAV-B-S14-010_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_011,entity:QNL_VAV-B-S14-011,equipment
entity:QNL_VAV_B_S14_011_DmprPos,entity:QNL_VAV-B-S14-011_Damper-Position,point
entity:QNL_VAV_B_S14_011_DuctAirFlow,entity:QNL_VAV-B-S14-011_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_011_EffectiveSP,entity:QNL_VAV-B-S14-011_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_012,entity:QNL_VAV-B-S14-012,equipment
entity:QNL_VAV_B_S14_012_DmprPos,entity:QNL_VAV-B-S14-012_Damper-Position,point
entity:QNL_VAV_B_S14_012_DuctAirFlow,entity:QNL_VAV-B-S14-012_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_012_EffectiveSP,entity:QNL_VAV-B-S14-012_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_013,entity:QNL_VAV-B-S14-013,equipment
entity:QNL_VAV_B_S14_013_DmprPos,entity:QNL_VAV-B-S14-013_Damper-Position,point
entity:QNL_VAV_B_S14_013_DuctAirFlow,entity:QNL_VAV-B-S14-013_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_013_EffectiveSP,entity:QNL_VAV-B-S14-013_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_013_RmTemp,entity:QNL_VAV-B-S14-013_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_014,entity:QNL_VAV-B-S14-014,equipment
entity:QNL_VAV_B_S14_014_DmprPos,entity:QNL_VAV-B-S14-014_Damper-Position,point
entity:QNL_VAV_B_S14_014_DuctAirFlow,entity:QNL_VAV-B-S14-014_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_014_EffectiveSP,entity:QNL_VAV-B-S14-014_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_014_RmTemp,entity:QNL_VAV-B-S14-014_Room-Space-Temperature,point
entity:QNL_VAV_B_S14_015,entity:QNL_VAV-B-S14-015,equipment
entity:QNL_VAV_B_S14_015_DmprPos,entity:QNL_VAV-B-S14-015_Damper-Position,point
entity:QNL_VAV_B_S14_015_DuctAirFlow,entity:QNL_VAV-B-S14-015_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_015_EffectiveSP,entity:QNL_VAV-B-S14-015_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_016,entity:QNL_VAV-B-S14-016,equipment
entity:QNL_VAV_B_S14_016_DmprPos,entity:QNL_VAV-B-S14-016_Damper-Position,point
entity:QNL_VAV_B_S14_016_DuctAirFlow,entity:QNL_VAV-B-S14-016_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_016_EffectiveSP,entity:QNL_VAV-B-S14-016_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_040,entity:QNL_VAV-B-S14-040,equipment
entity:QNL_VAV_B_S14_040_DmprPos,entity:QNL_VAV-B-S14-040_Damper-Position,point
entity:QNL_VAV_B_S14_040_DuctAirFlow,entity:QNL_VAV-B-S14-040_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_040_EffectiveSP,entity:QNL_VAV-B-S14-040_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_041,entity:QNL_VAV-B-S14-041,equipment
entity:QNL_VAV_B_S14_041_DmprPos,entity:QNL_VAV-B-S14-041_Damper-Position,point
entity:QNL_VAV_B_S14_041_DuctAirFlow,entity:QNL_VAV-B-S14-041_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_041_EffectiveSP,entity:QNL_VAV-B-S14-041_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_042,entity:QNL_VAV-B-S14-042,equipment
entity:QNL_VAV_B_S14_042_DmprPos,entity:QNL_VAV-B-S14-042_Damper-Position,point
entity:QNL_VAV_B_S14_042_DuctAirFlow,entity:QNL_VAV-B-S14-042_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_042_EffectiveSP,entity:QNL_VAV-B-S14-042_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_043,entity:QNL_VAV-B-S14-043,equipment
entity:QNL_VAV_B_S14_043_DmprPos,entity:QNL_VAV-B-S14-043_Damper-Position,point
entity:QNL_VAV_B_S14_043_DuctAirFlow,entity:QNL_VAV-B-S14-043_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_043_EffectiveSP,entity:QNL_VAV-B-S14-043_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_044,entity:QNL_VAV-B-S14-044,equipment
entity:QNL_VAV_B_S14_044_DmprPos,entity:QNL_VAV-B-S14-044_Damper-Position,point
entity:QNL_VAV_B_S14_044_DuctAirFlow,entity:QNL_VAV-B-S14-044_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_044_EffectiveSP,entity:QNL_VAV-B-S14-044_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_045,entity:QNL_VAV-B-S14-045,equipment
entity:QNL_VAV_B_S14_045_DmprPos,entity:QNL_VAV-B-S14-045_Damper-Position,point
entity:QNL_VAV_B_S14_045_DuctAirFlow,entity:QNL_VAV-B-S14-045_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_045_EffectiveSP,entity:QNL_VAV-B-S14-045_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_046,entity:QNL_VAV-B-S14-046,equipment
entity:QNL_VAV_B_S14_046_DmprPos,entity:QNL_VAV-B-S14-046_Damper-Position,point
entity:QNL_VAV_B_S14_046_DuctAirFlow,entity:QNL_VAV-B-S14-046_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_046_EffectiveSP,entity:QNL_VAV-B-S14-046_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_047,entity:QNL_VAV-B-S14-047,equipment
entity:QNL_VAV_B_S14_047_DmprPos,entity:QNL_VAV-B-S14-047_Damper-Position,point
entity:QNL_VAV_B_S14_047_DuctAirFlow,entity:QNL_VAV-B-S14-047_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_047_EffectiveSP,entity:QNL_VAV-B-S14-047_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_048,entity:QNL_VAV-B-S14-048,equipment
entity:QNL_VAV_B_S14_048_DmprPos,entity:QNL_VAV-B-S14-048_Damper-Position,point
entity:QNL_VAV_B_S14_048_DuctAirFlow,entity:QNL_VAV-B-S14-048_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_048_EffectiveSP,entity:QNL_VAV-B-S14-048_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_049,entity:QNL_VAV-B-S14-049,equipment
entity:QNL_VAV_B_S14_049_DmprPos,entity:QNL_VAV-B-S14-049_Damper-Position,point
entity:QNL_VAV_B_S14_049_DuctAirFlow,entity:QNL_VAV-B-S14-049_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_049_EffectiveSP,entity:QNL_VAV-B-S14-049_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_050,entity:QNL_VAV-B-S14-050,equipment
entity:QNL_VAV_B_S14_050_DmprPos,entity:QNL_VAV-B-S14-050_Damper-Position,point
entity:QNL_VAV_B_S14_050_DuctAirFlow,entity:QNL_VAV-B-S14-050_Duct-Air-Flow,point
entity:QNL_VAV_B_S14_050_EffectiveSP,entity:QNL_VAV-B-S14-050_Effective-Temperature-Setpoint,point
entity:QNL_VAV_B_S14_051,entity:QNL_VAV-B-S14-051,equipment
